amount,time_of_day,receiver_age_days,receiver_report_count,location_risk,device_trust_score,is_fraud
8337.18,10,124,1,0.068,0.541,0
5011.62,13,576,0,0.377,0.572,0
5701.94,18,168,0,0.45,0.652,0
4113.35,7,50,0,0.104,0.826,1
1740.99,2,116,0,0.418,0.802,0
2659.88,1,118,0,0.098,0.845,1
1376.91,18,432,0,0.426,0.352,0
1218.7,4,149,2,0.546,0.635,1
6311.05,23,336,0,0.139,0.7,0
700.38,9,344,0,0.411,0.817,0
1385.67,0,142,0,0.159,0.864,0
2786.32,15,21,0,0.156,0.618,1
3612.88,14,327,0,0.364,0.688,0
939.09,5,562,0,0.323,0.554,0
4604.88,11,747,1,0.208,0.673,1
3945.55,8,61,0,0.257,0.66,1
8241.77,23,31,0,0.252,0.668,0
3659.18,17,32,1,0.389,0.649,1
4942.11,23,230,1,0.151,0.924,0
1829.48,5,571,2,0.349,0.892,1
1897.97,20,17,1,0.278,0.597,0
1042.73,11,124,0,0.11,0.54,0
1845.25,17,251,0,0.411,0.914,0
2628.3,1,331,0,0.273,0.663,0
7704.36,15,122,0,0.252,0.608,0
1608.23,14,1,3,0.196,0.628,1
12506.25,10,28,0,0.157,0.86,0
5252.13,21,17,0,0.308,0.879,1
4519.98,1,152,1,0.401,0.925,1
3447.74,0,253,0,0.482,0.848,0
2968.0,4,273,1,0.209,0.5,0
2091.15,6,80,0,0.248,0.473,0
899.95,4,51,0,0.208,0.529,0
1659.07,2,134,0,0.111,0.836,0
9609.33,1,137,0,0.162,0.731,1
5028.84,18,410,0,0.296,0.708,0
9553.37,21,391,0,0.436,0.591,0
2045.72,23,36,0,0.388,0.918,0
1339.77,21,14,1,0.165,0.884,0
3422.11,2,118,0,0.275,0.628,0
1714.32,6,175,0,0.407,0.365,0
3974.14,23,549,0,0.211,0.847,0
713.79,2,427,0,0.357,0.688,0
380.8,13,335,0,0.65,0.655,1
4395.43,14,596,0,0.211,0.494,0
9785.37,20,243,0,0.146,0.374,0
4536.51,2,35,2,0.395,0.429,0
4992.73,22,437,0,0.485,0.655,1
3533.45,20,241,1,0.595,0.943,0
3790.02,0,293,1,0.046,0.942,0
853.41,0,160,0,0.61,0.709,0
1772.04,8,341,0,0.303,0.895,0
7651.9,4,21,1,0.262,0.647,0
2581.3,1,242,0,0.056,0.595,0
7549.04,11,114,0,0.177,0.451,0
3712.8,19,43,0,0.333,0.927,0
3854.2,13,103,0,0.132,0.711,0
2597.21,4,395,1,0.237,0.785,0
5516.31,10,52,0,0.718,0.772,0
6463.96,17,205,1,0.443,0.846,0
1687.91,3,287,0,0.089,0.62,0
942.19,23,80,1,0.206,0.79,0
484.81,15,62,1,0.379,0.577,0
4824.52,2,235,1,0.346,0.441,1
4440.67,17,19,1,0.352,0.554,1
14802.61,18,163,1,0.189,0.827,0
3549.11,15,421,0,0.312,0.757,1
3084.47,6,185,2,0.226,0.896,0
4072.5,8,94,1,0.345,0.744,1
4234.86,20,295,2,0.501,0.704,0
2901.69,1,91,0,0.392,0.645,0
1738.01,10,58,0,0.2,0.698,0
3406.63,13,18,1,0.436,0.957,0
3309.84,22,406,0,0.156,0.908,0
3269.13,2,206,0,0.132,0.791,0
5922.0,6,128,0,0.689,0.662,0
3360.14,5,207,1,0.068,0.855,0
963.93,0,35,0,0.499,0.305,1
1994.26,13,5,0,0.33,0.919,0
2873.51,9,327,1,0.379,0.63,0
3481.75,4,468,0,0.279,0.76,0
4896.57,12,21,2,0.365,0.77,0
3502.59,14,111,2,0.146,0.922,0
392.01,0,470,0,0.292,0.916,1
1083.92,22,332,0,0.399,0.82,1
5134.67,10,103,0,0.248,0.673,0
2812.04,21,20,1,0.134,0.574,0
3732.11,12,78,1,0.177,0.675,0
2536.53,8,335,1,0.444,0.497,0
1987.13,10,54,1,0.432,0.947,0
2611.76,11,534,0,0.14,0.434,0
3765.36,19,91,1,0.587,0.736,0
3341.2,8,383,1,0.214,0.561,1
6435.3,20,111,0,0.148,0.635,0
781.43,12,152,1,0.476,0.87,0
903.11,4,318,1,0.26,0.868,0
2786.02,4,76,3,0.607,0.637,1
4935.95,9,2,1,0.174,0.78,1
5702.78,4,38,1,0.095,0.932,0
2055.37,10,94,2,0.243,0.853,0
120.88,22,623,1,0.313,0.952,0
2112.51,16,523,0,0.315,0.515,0
4450.76,22,640,0,0.455,0.934,0
3293.96,6,429,0,0.552,0.593,0
5063.93,4,286,0,0.27,0.688,1
7475.69,2,3,2,0.563,0.698,0
2940.54,6,116,0,0.035,0.902,0
2314.79,4,685,1,0.283,0.671,0
1530.95,3,24,0,0.142,0.721,0
897.69,8,262,0,0.393,0.826,1
661.81,19,271,1,0.142,0.952,0
1887.05,4,48,0,0.092,0.38,1
6803.81,11,527,1,0.371,0.753,0
5408.0,5,48,1,0.525,0.76,0
2225.59,10,575,2,0.082,0.556,1
12582.21,5,184,2,0.154,0.666,0
2001.23,17,2,1,0.118,0.462,1
7950.67,10,189,0,0.225,0.705,0
9209.15,18,162,0,0.304,0.98,1
4667.61,7,213,2,0.606,0.955,0
1871.82,8,148,0,0.592,0.873,0
2476.25,5,181,1,0.666,0.971,0
3833.28,16,179,1,0.029,0.718,0
924.63,11,353,1,0.332,0.404,0
1401.36,12,216,0,0.266,0.53,0
1295.07,1,64,0,0.134,0.714,0
4919.83,18,10,0,0.124,0.824,0
7427.72,17,103,0,0.448,0.786,0
5555.58,4,212,2,0.268,0.904,0
6623.22,5,51,0,0.342,0.772,0
1736.25,19,719,0,0.065,0.655,0
2567.66,16,880,0,0.337,0.684,0
2726.72,15,122,0,0.355,0.804,0
4654.42,6,662,0,0.273,0.673,0
1932.56,7,273,0,0.646,0.889,0
6348.76,3,213,0,0.185,0.84,0
9042.18,8,285,1,0.478,0.633,0
4824.01,15,229,3,0.688,0.878,0
2477.03,19,353,1,0.391,0.311,0
1602.11,18,5,3,0.473,0.745,1
1297.96,13,464,0,0.37,0.543,0
397.68,16,56,2,0.015,0.556,0
2794.07,17,158,0,0.183,0.631,1
2668.47,13,386,1,0.132,0.909,0
6085.23,1,81,0,0.526,0.867,0
2043.11,1,871,0,0.227,0.385,0
2920.18,7,42,2,0.215,0.661,0
4117.48,1,47,0,0.257,0.577,0
4768.52,0,141,0,0.53,0.424,0
5613.58,20,16,0,0.305,0.844,0
3822.92,21,3,0,0.358,0.632,0
980.97,9,219,0,0.232,0.705,1
4475.49,15,123,0,0.117,0.771,1
1918.52,11,248,0,0.481,0.581,1
7661.74,18,623,1,0.366,0.775,0
3388.56,21,573,0,0.166,0.931,0
3994.4,4,276,3,0.216,0.751,1
15573.78,21,113,0,0.236,0.837,0
5681.33,12,122,0,0.489,0.884,1
4417.51,18,124,0,0.424,0.803,0
2988.47,19,391,0,0.391,0.57,0
1066.19,2,339,0,0.035,0.646,0
2822.24,17,245,0,0.375,0.743,0
1584.25,13,212,0,0.385,0.665,0
9771.25,4,66,0,0.125,0.677,0
4459.74,14,149,0,0.158,0.63,0
7475.96,20,83,0,0.141,0.297,0
1993.76,4,172,1,0.205,0.394,0
1689.7,16,493,1,0.115,0.887,0
5303.0,6,161,2,0.218,0.753,0
1526.82,10,1215,0,0.187,0.373,0
2326.6,10,138,0,0.403,0.773,0
10076.13,17,38,0,0.474,0.936,1
2404.29,14,778,0,0.363,0.992,0
848.58,2,37,1,0.299,0.859,0
540.67,12,172,0,0.207,0.873,0
742.1,6,259,0,0.326,0.484,0
7771.54,13,132,0,0.204,0.826,0
2101.83,4,9,2,0.339,0.766,1
15262.1,16,198,2,0.236,0.546,0
9110.87,18,853,0,0.338,0.547,0
11659.21,17,229,0,0.139,0.577,0
6738.21,19,189,0,0.29,0.758,0
5109.23,15,178,0,0.166,0.623,0
1635.62,8,90,1,0.113,0.713,1
3324.63,21,68,0,0.316,0.771,0
5474.08,15,261,0,0.126,0.79,0
6458.35,12,69,0,0.135,0.818,0
1169.09,17,488,0,0.056,0.951,0
2857.89,1,43,0,0.032,0.803,0
3124.38,17,728,0,0.448,0.737,0
3028.76,19,115,0,0.152,0.435,0
1326.56,12,20,0,0.341,0.643,0
10778.06,18,8,1,0.235,0.479,1
2782.08,9,356,0,0.425,0.605,0
1419.08,21,146,1,0.013,0.611,0
10951.14,11,43,1,0.313,0.668,0
9116.59,23,61,0,0.169,0.664,1
3710.49,19,21,0,0.396,0.906,0
2269.02,21,60,1,0.368,0.489,1
678.52,15,17,0,0.236,0.558,1
4843.07,22,107,1,0.269,0.608,0
2138.41,18,129,0,0.134,0.377,0
3262.79,8,164,0,0.341,0.789,0
10322.57,3,168,0,0.111,0.824,0
2007.67,11,72,0,0.275,0.889,0
4696.11,23,410,2,0.393,0.761,1
5728.39,2,76,0,0.161,0.305,0
7610.81,2,174,0,0.46,0.871,0
3081.37,23,75,0,0.357,0.863,0
2834.62,15,352,0,0.07,0.687,0
2782.1,2,1225,1,0.126,0.787,1
4374.68,19,37,0,0.369,0.684,1
8863.68,4,620,0,0.153,0.847,0
2681.16,16,15,0,0.586,0.523,1
174.47,15,327,1,0.252,0.65,0
6176.6,3,574,1,0.224,0.589,0
3509.31,0,211,2,0.207,0.752,0
4850.83,17,79,2,0.147,0.622,0
707.66,8,43,0,0.247,0.51,0
2145.43,8,342,0,0.165,0.893,0
5833.44,7,21,0,0.183,0.819,0
1030.38,12,130,0,0.313,0.808,1
4688.51,1,320,0,0.335,0.812,0
3242.15,4,350,1,0.344,0.831,0
1773.63,20,86,0,0.384,0.757,0
1648.42,18,149,1,0.567,0.34,0
1338.28,23,32,0,0.275,0.489,0
3495.14,18,171,0,0.122,0.652,0
3809.97,1,127,0,0.194,0.531,1
2472.64,17,477,0,0.109,0.724,0
1260.69,15,125,0,0.314,0.879,0
4592.36,11,202,1,0.316,0.616,0
6254.39,16,92,0,0.377,0.703,0
5201.17,6,66,0,0.437,0.548,0
11967.71,5,27,1,0.169,0.971,1
2883.05,3,140,0,0.189,0.666,0
8292.56,13,150,0,0.042,0.683,0
1928.18,20,100,0,0.195,0.923,0
1666.35,15,163,0,0.117,0.87,0
3660.2,21,177,0,0.289,0.718,0
9534.02,12,26,0,0.493,0.653,0
2635.22,0,61,0,0.296,0.851,0
707.07,0,394,0,0.268,0.848,0
6172.95,20,132,0,0.217,0.947,0
3136.37,22,85,0,0.329,0.78,0
4165.74,0,15,3,0.273,0.893,0
1744.63,0,142,0,0.225,0.797,1
3634.43,11,205,1,0.22,0.473,0
828.1,20,167,0,0.082,0.869,0
10886.86,23,309,0,0.3,0.86,0
6971.96,19,66,0,0.064,0.742,1
3511.62,16,11,0,0.111,0.902,0
6055.58,18,173,0,0.276,0.921,0
1932.51,19,53,1,0.164,0.821,0
6762.58,19,40,1,0.136,0.238,0
2541.51,21,209,0,0.252,0.337,0
2395.97,8,153,0,0.528,0.848,1
1425.4,17,387,0,0.388,0.811,0
4551.05,14,296,1,0.27,0.413,0
3396.26,9,121,0,0.213,0.826,0
8470.85,1,74,2,0.333,0.577,0
1273.9,15,755,0,0.169,0.551,0
4566.02,15,225,1,0.073,0.538,0
7435.13,13,909,1,0.734,0.583,0
3860.84,4,174,1,0.156,0.631,0
2502.09,4,53,0,0.147,0.771,0
3787.49,15,223,1,0.348,0.859,1
8023.98,15,473,1,0.429,0.768,1
8021.74,18,202,1,0.621,0.894,0
3037.68,5,126,0,0.513,0.883,0
7928.81,10,50,0,0.422,0.906,0
3274.64,22,253,1,0.342,0.652,0
6008.98,1,75,1,0.306,0.492,0
4953.65,15,114,0,0.548,0.496,1
2420.68,10,222,1,0.091,0.941,0
1473.88,14,133,0,0.174,0.623,0
7567.14,14,166,2,0.4,0.773,1
9006.31,10,47,0,0.368,0.558,1
4488.2,16,342,0,0.441,0.798,0
3271.25,7,33,1,0.266,0.882,1
1121.78,19,38,0,0.385,0.622,0
7436.42,22,12,1,0.068,0.885,0
4119.59,19,246,2,0.378,0.817,0
2708.54,17,538,3,0.111,0.745,0
6127.07,6,15,0,0.482,0.683,1
925.89,6,39,0,0.445,0.711,0
1360.16,18,93,2,0.236,0.729,0
1871.77,18,67,0,0.188,0.721,0
4844.09,12,199,1,0.1,0.752,0
3818.84,17,8,0,0.248,0.779,0
5255.43,12,175,0,0.192,0.481,0
7097.93,15,161,0,0.567,0.717,0
5388.94,2,8,0,0.122,0.958,0
11038.65,12,94,0,0.081,0.845,0
7086.74,3,508,0,0.238,0.692,0
3032.07,1,43,0,0.476,0.775,1
2133.37,22,531,0,0.403,0.688,0
3105.0,22,262,0,0.123,0.686,0
5521.17,0,60,0,0.153,0.489,0
2330.61,18,2,0,0.082,0.824,0
5627.97,8,110,0,0.546,0.38,0
5188.03,11,183,1,0.183,0.873,0
1454.44,16,23,0,0.158,0.732,0
6997.05,22,13,2,0.294,0.95,0
4374.44,8,9,1,0.624,0.811,0
10688.49,7,284,0,0.234,0.938,0
3283.44,15,294,1,0.374,0.488,0
2610.21,16,219,2,0.113,0.953,0
1285.78,20,253,1,0.15,0.859,0
1266.56,2,85,0,0.426,0.754,0
6438.32,5,25,0,0.035,0.971,0
9988.13,1,29,1,0.21,0.573,0
3070.85,23,76,1,0.405,0.977,0
2916.16,15,94,0,0.109,0.637,0
3517.5,4,477,0,0.553,0.616,0
7323.26,22,95,2,0.54,0.961,0
1466.48,7,115,1,0.286,0.748,1
3987.46,2,112,0,0.224,0.585,0
6538.5,0,261,0,0.631,0.813,0
4801.77,9,6,1,0.315,0.915,0
91.84,23,119,1,0.234,0.505,0
5407.82,18,406,2,0.745,0.923,0
4835.14,7,412,1,0.353,0.93,1
8286.79,6,269,0,0.298,0.583,0
9469.65,4,103,2,0.57,0.898,1
8011.54,11,58,1,0.475,0.723,1
3531.92,15,19,0,0.232,0.479,0
672.05,20,131,1,0.067,0.691,0
2899.51,9,388,0,0.093,0.619,0
3447.19,17,86,1,0.481,0.795,0
9904.84,7,144,0,0.067,0.87,0
1760.31,19,80,0,0.324,0.513,0
954.72,15,103,0,0.172,0.74,0
2343.21,1,30,1,0.64,0.571,0
1846.09,20,237,1,0.134,0.733,0
861.14,1,10,0,0.079,0.607,0
3123.33,23,731,2,0.489,0.564,1
3550.75,23,97,0,0.086,0.704,0
808.59,13,63,2,0.409,0.873,0
2597.0,13,178,0,0.747,0.966,1
1744.02,9,466,0,0.267,0.761,0
3639.24,9,431,0,0.258,0.756,0
3914.66,10,519,2,0.465,0.747,0
1744.33,11,20,0,0.569,0.903,0
6954.91,9,51,0,0.162,0.799,0
3388.66,23,15,0,0.262,0.572,0
1818.4,14,20,0,0.139,0.478,1
753.48,6,42,0,0.228,0.915,0
4071.72,10,26,0,0.345,0.556,1
4826.94,19,81,1,0.324,0.705,0
2235.17,22,105,1,0.075,0.621,0
3726.9,13,83,3,0.249,0.656,0
9469.35,10,105,0,0.422,0.935,0
6226.57,13,405,0,0.649,0.709,0
292.56,10,352,1,0.132,0.913,0
1799.93,6,657,0,0.018,0.578,0
3005.79,11,310,0,0.267,0.502,0
3535.73,16,369,0,0.496,0.653,0
3788.04,6,237,0,0.263,0.819,0
4609.58,12,38,0,0.417,0.844,0
3085.2,17,552,0,0.034,0.743,1
3382.24,22,47,1,0.425,0.787,0
6449.65,8,226,1,0.38,0.457,0
4131.0,3,52,1,0.234,0.81,0
1166.47,7,19,0,0.156,0.8,0
3621.56,5,44,0,0.202,0.882,0
3012.34,18,53,0,0.1,0.85,0
452.94,22,96,0,0.306,0.745,0
3763.35,11,14,0,0.113,0.879,0
1321.69,21,176,3,0.265,0.964,1
6515.3,12,321,0,0.163,0.846,0
4562.48,18,289,1,0.102,0.7,0
1103.64,1,363,0,0.304,0.488,0
6314.36,5,777,0,0.175,0.791,0
8376.22,8,1095,0,0.292,0.516,0
2728.5,11,106,1,0.162,0.745,0
2998.44,14,139,1,0.068,0.518,0
5895.69,4,138,0,0.112,0.572,0
7962.65,5,205,0,0.207,0.611,0
619.74,17,56,0,0.094,0.531,0
1235.44,9,296,2,0.179,0.91,0
2381.15,20,27,0,0.514,0.671,0
2599.57,19,604,0,0.141,0.62,0
5778.85,10,27,0,0.543,0.739,0
7990.22,8,271,0,0.078,0.796,0
8391.59,3,101,0,0.071,0.706,0
602.29,7,201,0,0.157,0.786,0
1655.51,10,75,1,0.377,0.62,0
2025.67,23,25,0,0.523,0.501,0
1649.47,8,556,1,0.257,0.807,0
4552.51,1,143,0,0.027,0.533,0
4952.14,8,71,0,0.354,0.359,1
3349.94,5,196,0,0.091,0.619,0
3110.35,6,60,0,0.246,0.279,0
2466.33,3,8,0,0.149,0.753,1
2708.78,18,316,2,0.227,0.843,0
9399.23,5,1098,0,0.357,0.83,0
5476.12,0,627,1,0.279,0.732,0
2543.57,23,424,0,0.161,0.803,0
3063.89,11,275,0,0.042,0.727,0
4628.12,18,35,0,0.215,0.764,0
1103.29,17,34,0,0.566,0.707,0
3716.2,3,32,0,0.152,0.628,0
5267.08,22,123,0,0.29,0.816,0
4800.95,18,129,0,0.296,0.899,0
1684.97,3,172,1,0.187,0.777,0
1973.55,7,51,1,0.272,0.89,0
389.64,13,8,0,0.427,0.711,0
5661.35,0,21,0,0.168,0.665,0
12068.41,1,14,0,0.228,0.724,1
1478.41,9,315,1,0.294,0.505,0
7060.64,12,29,0,0.229,0.924,1
11377.45,20,278,2,0.133,0.447,0
2270.47,6,23,0,0.432,0.809,1
3067.19,6,137,0,0.383,0.927,0
4032.35,20,68,0,0.498,0.937,1
4692.61,0,211,0,0.28,0.676,0
4193.66,14,32,0,0.296,0.531,0
2420.91,16,178,0,0.356,0.512,0
5209.57,21,170,0,0.417,0.855,0
2467.18,23,103,0,0.055,0.864,0
4404.88,23,132,0,0.313,0.652,0
3258.35,16,32,0,0.239,0.793,1
531.34,20,333,0,0.727,0.599,1
7768.53,19,186,1,0.318,0.791,0
2019.76,1,25,0,0.115,0.871,0
8290.48,8,499,0,0.315,0.845,0
6871.14,11,195,0,0.238,0.856,0
3943.6,18,38,0,0.225,0.494,1
4868.03,12,51,2,0.515,0.725,0
5292.22,18,46,1,0.466,0.799,0
2849.33,9,51,0,0.119,0.827,0
2957.8,6,47,0,0.448,0.721,0
5112.76,11,274,0,0.089,0.654,0
3285.26,9,179,1,0.252,0.719,0
2427.45,1,53,0,0.285,0.613,1
1709.51,0,538,0,0.23,0.683,0
4498.67,14,2,1,0.145,0.469,0
1962.88,2,231,0,0.261,0.882,0
6092.64,21,157,1,0.061,0.742,1
6449.6,1,152,0,0.171,0.617,0
4841.37,13,160,2,0.39,0.804,0
5577.91,0,133,1,0.345,0.78,0
4851.62,1,586,0,0.17,0.325,0
5856.51,13,193,0,0.625,0.888,0
5684.83,18,123,2,0.345,0.597,0
4325.6,3,393,0,0.211,0.784,0
6930.25,10,441,2,0.357,0.626,1
2929.77,4,298,2,0.209,0.638,1
1756.21,8,171,2,0.03,0.397,0
1677.38,23,9,0,0.254,0.746,0
2599.73,9,482,0,0.255,0.755,0
444.96,14,340,0,0.505,0.581,0
3914.94,8,542,0,0.089,0.534,1
5341.67,5,29,1,0.41,0.574,0
6387.44,18,650,0,0.463,0.558,0
667.1,1,675,0,0.515,0.725,0
1726.36,5,121,1,0.273,0.69,0
5966.46,2,15,0,0.226,0.901,0
2857.5,19,194,0,0.404,0.515,0
5257.87,7,197,1,0.357,0.924,1
1048.22,0,151,0,0.201,0.846,0
8225.34,9,80,0,0.2,0.955,0
967.34,18,15,0,0.064,0.901,0
3830.92,4,165,0,0.358,0.444,0
3904.51,6,75,0,0.235,0.829,0
2218.25,2,21,0,0.488,0.723,0
4720.76,7,42,0,0.161,0.787,0
4816.2,8,313,1,0.247,0.8,0
4452.67,17,328,0,0.222,0.706,0
2184.33,6,292,1,0.118,0.784,0
1842.1,20,16,1,0.341,0.779,1
2384.31,5,23,0,0.112,0.642,0
1628.85,4,53,0,0.474,0.352,0
7146.46,1,776,0,0.447,0.954,0
2556.37,22,64,1,0.46,0.72,0
3750.3,20,546,0,0.216,0.757,0
5949.82,0,215,0,0.161,0.802,0
1558.28,19,6,0,0.243,0.9,0
926.01,21,134,1,0.067,0.815,0
1633.92,23,362,1,0.13,0.442,0
4058.26,4,13,2,0.488,0.763,0
3858.58,2,188,0,0.324,0.709,1
4446.57,1,77,0,0.286,0.743,1
3073.86,1,45,0,0.06,0.753,0
169.25,18,150,1,0.254,0.961,0
2998.51,2,318,0,0.173,0.721,0
6498.93,2,302,1,0.07,0.84,0
7652.07,18,38,0,0.126,0.574,0
3567.53,12,86,0,0.588,0.759,0
3869.2,7,86,0,0.121,0.848,0
5189.43,21,348,0,0.301,0.846,0
7508.09,19,137,0,0.034,0.611,1
3334.7,2,94,0,0.388,0.651,0
5139.08,16,327,0,0.187,0.98,0
2104.34,18,443,1,0.39,0.948,0
1070.52,20,78,2,0.173,0.648,0
2294.66,12,843,0,0.127,0.801,0
8665.85,10,153,0,0.222,0.867,0
5211.78,0,13,0,0.274,0.815,1
1172.76,0,91,0,0.672,0.619,0
5381.5,21,157,0,0.185,0.438,0
1261.07,17,350,0,0.148,0.543,0
4402.73,17,247,0,0.426,0.737,0
1504.6,21,45,0,0.321,0.398,0
1108.87,9,110,0,0.12,0.896,0
9627.94,21,21,1,0.578,0.863,1
2554.8,9,420,0,0.214,0.423,1
5145.91,19,1,0,0.181,0.807,0
3440.11,10,60,1,0.156,0.573,0
1357.53,12,287,0,0.411,0.809,0
2777.24,1,4,0,0.123,0.477,0
1368.68,19,255,0,0.218,0.773,0
14248.92,6,212,1,0.272,0.722,1
5797.29,21,118,0,0.333,0.751,0
3391.68,16,30,0,0.221,0.901,0
4954.95,12,74,1,0.228,0.794,0
5542.63,16,44,0,0.294,0.597,0
5552.8,20,1,0,0.41,0.789,0
5389.96,4,92,2,0.308,0.622,0
5106.78,15,465,1,0.168,0.657,0
3603.3,19,131,1,0.081,0.942,1
9145.79,22,184,0,0.454,0.958,0
3777.1,9,567,0,0.314,0.814,0
3466.46,15,120,1,0.196,0.616,0
3801.23,5,175,1,0.068,0.877,0
4003.73,13,19,0,0.217,0.708,1
673.0,15,29,1,0.342,0.639,1
1619.14,15,175,1,0.282,0.523,0
3073.78,2,10,1,0.529,0.941,0
636.12,3,7,1,0.499,0.58,0
3387.55,14,22,0,0.225,0.519,0
3965.19,4,53,2,0.051,0.742,0
1023.46,14,21,1,0.26,0.252,0
1981.73,9,59,0,0.186,0.836,0
7858.39,17,268,1,0.13,0.896,1
4990.58,18,107,0,0.224,0.524,0
4792.32,19,218,1,0.627,0.8,0
7228.85,18,289,0,0.165,0.814,0
1647.45,14,80,1,0.317,0.573,0
1026.5,11,449,0,0.257,0.933,0
6587.73,22,395,0,0.839,0.774,0
3141.05,22,107,1,0.205,0.501,0
1608.56,22,349,1,0.46,0.856,0
667.01,4,82,0,0.105,0.772,0
3833.45,10,257,0,0.211,0.77,0
2866.34,3,709,2,0.645,0.88,1
2492.97,21,75,0,0.599,0.63,1
262.99,8,170,1,0.404,0.69,0
9067.14,14,89,0,0.115,0.252,0
842.8,21,138,0,0.528,0.682,1
2691.15,13,49,0,0.105,0.749,0
2343.32,14,112,0,0.272,0.592,1
5095.6,5,207,0,0.414,0.764,0
675.47,13,85,1,0.513,0.827,0
4674.72,20,68,0,0.23,0.256,0
3847.54,22,80,0,0.366,0.704,0
1899.6,12,75,0,0.275,0.927,0
4558.32,2,35,1,0.273,0.896,0
3383.02,5,474,0,0.089,0.814,0
10499.64,5,623,0,0.26,0.732,0
2864.32,5,62,2,0.177,0.563,0
1423.47,4,192,0,0.11,0.792,0
4707.91,15,76,0,0.483,0.764,0
2588.6,5,174,0,0.354,0.872,0
3331.5,16,69,0,0.018,0.924,1
1034.97,0,13,0,0.284,0.617,0
5150.49,14,32,0,0.332,0.639,0
2261.02,6,148,0,0.149,0.854,0
4068.03,2,57,0,0.42,0.531,0
12225.17,23,132,1,0.47,0.667,0
2735.33,18,482,1,0.089,0.675,1
5647.69,2,8,0,0.254,0.386,1
2886.97,20,338,0,0.33,0.903,0
1922.07,18,133,1,0.421,0.934,0
8041.18,4,34,0,0.476,0.944,0
463.47,22,53,1,0.555,0.541,0
6670.13,23,940,0,0.23,0.723,0
395.34,18,85,0,0.317,0.791,0
6209.97,0,13,1,0.157,0.834,1
3370.32,20,176,0,0.293,0.752,1
1427.13,7,43,0,0.3,0.899,0
2388.95,1,457,1,0.171,0.585,0
5437.97,5,88,0,0.191,0.949,1
11483.68,8,193,0,0.299,0.795,0
706.1,12,381,1,0.329,0.643,0
1509.57,6,828,0,0.128,0.984,0
943.22,0,636,1,0.181,0.933,1
2868.48,0,24,0,0.276,0.958,0
6324.24,1,82,0,0.236,0.615,0
815.01,14,206,1,0.189,0.757,0
3302.22,1,27,1,0.371,0.836,0
6187.67,6,97,0,0.337,0.622,0
2360.68,18,601,0,0.145,0.833,0
3873.85,13,42,0,0.396,0.649,0
7650.5,6,137,0,0.286,0.788,1
1262.16,9,10,0,0.56,0.656,0
527.13,9,204,2,0.234,0.69,0
4228.66,9,180,0,0.147,0.861,0
4314.03,5,361,0,0.18,0.903,0
2226.94,15,411,0,0.202,0.406,0
1875.35,2,48,1,0.244,0.397,0
3422.29,19,392,0,0.075,0.666,0
1240.4,7,783,0,0.507,0.438,0
1242.3,19,432,0,0.282,0.753,1
5413.16,8,399,0,0.389,0.61,1
1159.99,22,170,0,0.519,0.878,1
568.0,9,213,2,0.324,0.913,0
1872.08,17,310,0,0.568,0.778,0
2272.28,20,39,1,0.535,0.76,1
4674.36,15,759,0,0.545,0.711,0
2016.34,1,71,1,0.18,0.282,0
8519.75,23,145,0,0.426,0.935,0
3558.51,18,159,0,0.148,0.81,1
1651.63,16,362,0,0.374,0.413,0
4534.54,3,125,0,0.31,0.646,0
8419.88,8,107,0,0.51,0.709,0
5310.64,18,87,0,0.152,0.695,0
763.72,1,432,0,0.321,0.368,0
2436.96,17,382,0,0.634,0.938,0
4021.98,1,112,0,0.386,0.412,0
5158.11,17,107,0,0.241,0.716,0
2882.34,2,42,0,0.065,0.576,0
2572.03,19,140,1,0.075,0.936,0
10449.03,14,83,1,0.424,0.892,0
5365.32,19,104,0,0.177,0.424,0
4544.65,14,44,0,0.271,0.808,0
2089.62,13,191,0,0.008,0.62,0
1223.24,0,115,0,0.065,0.797,0
4601.77,4,474,1,0.182,0.557,1
5776.15,2,111,0,0.269,0.877,1
3318.91,13,311,0,0.153,0.792,0
5375.32,11,181,2,0.341,0.73,0
5471.03,5,458,2,0.121,0.828,1
6041.48,19,393,0,0.132,0.677,1
749.51,17,399,1,0.208,0.887,1
2493.86,8,765,0,0.26,0.848,1
4800.36,15,23,0,0.325,0.423,0
3463.51,2,65,0,0.442,0.684,0
5482.86,12,0,1,0.243,0.595,1
4542.71,10,328,0,0.092,0.884,0
291.78,17,238,0,0.35,0.636,0
7044.44,9,534,1,0.543,0.854,0
2243.54,10,246,0,0.371,0.298,0
1565.06,7,12,1,0.417,0.923,0
6887.38,9,49,2,0.375,0.903,1
5193.71,15,19,0,0.539,0.584,1
7543.9,11,3,1,0.485,0.613,0
4054.4,10,64,0,0.283,0.86,0
2467.88,9,173,0,0.063,0.569,0
3717.44,21,410,0,0.333,0.872,0
1319.33,22,218,1,0.152,0.63,1
918.56,11,41,2,0.309,0.802,0
1958.27,10,131,0,0.396,0.603,0
9068.62,8,52,0,0.119,0.803,0
2132.46,23,181,0,0.12,0.69,0
582.76,5,183,1,0.273,0.592,1
2946.79,16,88,0,0.393,0.865,0
2108.62,7,36,1,0.158,0.743,0
7130.88,18,253,0,0.308,0.776,0
8646.49,5,71,1,0.116,0.879,0
2375.68,17,528,0,0.198,0.933,0
4051.55,15,100,1,0.149,0.981,0
4302.11,23,2,0,0.216,0.616,1
3209.28,3,155,1,0.51,0.957,0
2773.13,7,143,0,0.323,0.939,0
